temp ivec2p ivec2n refvec
                                Constant values
                                constants  Sun Sep  7 14:02:01 UTC 2025
--------------------------------------------------------------------------------
Index   tvec            ivec2p          ivec2n          refvec          
--------------------------------------------------------------------------------
0	-4.00000e+01	2.521351e-06	1.028228e-06	4.528943e-08	
1	-3.50000e+01	2.472953e-06	1.027886e-06	5.840186e-08	
2	-3.00000e+01	2.426835e-06	1.027979e-06	7.466078e-08	
3	-2.50000e+01	2.382884e-06	1.028491e-06	9.467666e-08	
4	-2.00000e+01	2.340998e-06	1.029402e-06	1.191495e-07	
5	-1.50000e+01	2.301080e-06	1.030691e-06	1.488746e-07	
6	-1.00000e+01	2.263036e-06	1.032338e-06	1.847458e-07	
7	-5.00000e+00	2.226780e-06	1.034321e-06	2.277556e-07	
8	0.000000e+00	2.192227e-06	1.036622e-06	2.789915e-07	
9	5.000000e+00	2.159297e-06	1.039223e-06	3.396267e-07	
10	1.000000e+01	2.127916e-06	1.042107e-06	4.109073e-07	
11	1.500000e+01	2.098013e-06	1.045256e-06	4.941336e-07	
12	2.000000e+01	2.069522e-06	1.048654e-06	5.906387e-07	
13	2.500000e+01	2.042380e-06	1.052286e-06	7.017628e-07	
14	3.000000e+01	2.016527e-06	1.056139e-06	8.288278e-07	
15	3.500000e+01	1.991907e-06	1.060199e-06	9.731104e-07	
16	4.000000e+01	1.968468e-06	1.064451e-06	1.135818e-06	
17	4.500000e+01	1.946159e-06	1.068886e-06	1.318067e-06	
18	5.000000e+01	1.924933e-06	1.073490e-06	1.520866e-06	
19	5.500000e+01	1.904746e-06	1.078253e-06	1.745100e-06	
20	6.000000e+01	1.885554e-06	1.083164e-06	1.991524e-06	
21	6.500000e+01	1.867317e-06	1.088214e-06	2.260760e-06	
22	7.000000e+01	1.849997e-06	1.093393e-06	2.553296e-06	
23	7.500000e+01	1.833556e-06	1.098692e-06	2.869486e-06	
24	8.000000e+01	1.817959e-06	1.104101e-06	3.209563e-06	
25	8.500000e+01	1.803173e-06	1.109615e-06	3.573645e-06	
26	9.000000e+01	1.789166e-06	1.115223e-06	3.961741e-06	
27	9.500000e+01	1.775905e-06	1.120919e-06	4.373770e-06	
28	1.000000e+02	1.763361e-06	1.126696e-06	4.809563e-06	
29	1.050000e+02	1.751506e-06	1.132547e-06	5.268881e-06	
30	1.100000e+02	1.740312e-06	1.138467e-06	5.751422e-06	
31	1.150000e+02	1.729752e-06	1.144448e-06	6.256832e-06	
32	1.200000e+02	1.719801e-06	1.150487e-06	6.784711e-06	
33	1.250000e+02	1.710435e-06	1.156579e-06	7.334628e-06	
