run,freq_Hz,period_s,idd_A
458,6.49302E+06,1.54011E-07,0.000131969
459,5.85918E+06,1.70672E-07,0.000127353
460,6.13875E+06,1.629E-07,0.000126202
461,5.79836E+06,1.72463E-07,0.000125191
462,5.86937E+06,1.70376E-07,0.000124262
463,6.67239E+06,1.49871E-07,0.000127624
464,6.54967E+06,1.52679E-07,0.000135888
465,5.80314E+06,1.7232E-07,0.000125154
466,6.04304E+06,1.6548E-07,0.000118926
467,6.11943E+06,1.63414E-07,0.000124168
468,5.65707E+06,1.7677E-07,0.000128842
469,5.55938E+06,1.79876E-07,0.000132371
470,6.8274E+06,1.46469E-07,0.000138796
471,5.43937E+06,1.83845E-07,0.000130037
472,5.8352E+06,1.71374E-07,0.000123021
473,6.41069E+06,1.55989E-07,0.00013276
474,5.54514E+06,1.80338E-07,0.000126333
475,6.15179E+06,1.62554E-07,0.000124449
476,5.4033E+06,1.85072E-07,0.00013186
477,5.72223E+06,1.74757E-07,0.000121074
478,6.03166E+06,1.65792E-07,0.000124485
479,5.86329E+06,1.70553E-07,0.000123721
480,5.49348E+06,1.82034E-07,0.0001261
481,5.83334E+06,1.71428E-07,0.000125222
482,6.59773E+06,1.51567E-07,0.000124668
483,6.55439E+06,1.5257E-07,0.000130082
484,5.8012E+06,1.72378E-07,0.000126877
485,6.55255E+06,1.52612E-07,0.000131577
486,6.11297E+06,1.63587E-07,0.000128585
487,5.24579E+06,1.90629E-07,0.000121338
488,6.39331E+06,1.56414E-07,0.000129412
489,6.12812E+06,1.63182E-07,0.0001291
490,5.50106E+06,1.81783E-07,3.67847E-05
491,6.24754E+06,1.60063E-07,0.000125127
492,6.59422E+06,1.51648E-07,0.000126762
493,4.87838E+06,2.04986E-07,0.000128781
494,5.5164E+06,1.81278E-07,0.000123646
495,5.62445E+06,1.77795E-07,0.000131828
496,5.62264E+06,1.77853E-07,0.000122528
497,5.61629E+06,1.78053E-07,0.000124456
498,4.37724E+06,2.28454E-07,0.000128293
499,5.68208E+06,1.75992E-07,0.000129883
500,5.47686E+06,1.82586E-07,0.000130064
