run,freq_Hz,period_s,idd_A,,,,
535,5.54E+06,1.80E-07,0.000129399,,,,
536,5.33E+06,1.88E-07,0.000125483,,,,
537,6.09E+06,1.64E-07,0.000135586,,,,
538,5.54E+06,1.80E-07,0.000130643,,,,
539,6.01E+06,1.67E-07,0.000129862,,,,
540,5.13E+06,1.95E-07,0.000127233,,,,
541,6.14E+06,1.63E-07,0.000131049,,,,
542,5.48E+06,1.83E-07,0.000124499,,,,
543,7.13E+06,1.40E-07,0.000126176,,,,
544,6.39E+06,1.57E-07,0.000123927,,,,
545,5.54E+06,1.81E-07,0.000122202,,,,
546,6.66E+06,1.50E-07,0.000123058,,,,
547,6.70E+06,1.49E-07,0.000128326,,,,
548,6.68E+06,1.50E-07,0.00013212,,,,
549,6.54E+06,1.53E-07,0.000134556,,,,
550,5.88E+06,1.70E-07,0.000128296,,,,
551,6.35E+06,1.57E-07,0.000131049,,,,
552,5.06E+06,1.98E-07,0.00012935,,,,
553,6.30E+06,1.59E-07,0.000128621,,,,
554,5.57E+06,1.80E-07,0.000125218,,,,
555,5.77E+06,1.73E-07,0.000125518,,,,
556,5.17E+06,1.94E-07,0.000125478,,,,
557,6.25E+06,1.60E-07,0.000131881,,,,
558,6.19E+06,1.61E-07,0.000130319,,,,
559,6.09E+06,1.64E-07,0.000130404,,,,
560,5.11E+06,1.96E-07,0.000127422,,,,
561,6.32E+06,1.58E-07,0.00013105,,,,
562,6.02E+06,1.66E-07,0.000124903,,,,
563,6.10E+06,1.64E-07,0.000130943,,,,
564,6.24E+06,1.60E-07,0.000126324,,,,
565,5.66E+06,1.77E-07,0.000134789,,,,
566,4.85E+06,2.06E-07,0.000126005,,,,
567,5.90E+06,1.70E-07,0.00012724,,,,
568,6.30E+06,1.59E-07,0.000131711,,,,
569,5.57E+06,1.79E-07,0.000129875,,,,
570,5.85E+06,1.71E-07,0.000128828,,,,
571,5.96E+06,1.68E-07,0.000132787,,,,
572,6.15E+06,1.62E-07,0.000131391,,,,
573,6.07E+06,1.65E-07,0.000129281,,,,
574,6.04E+06,1.65E-07,0.000132822,,,,
575,4.93E+06,2.03E-07,0.000127371,,,,
576,6.60E+06,1.51E-07,0.000125873,,,,
577,4.45E+06,2.25E-07,0.000131078,,,,
578,6.48E+06,1.54E-07,0.000131313,,,,
579,5.28E+06,1.90E-07,0.000124947,,,,
580,6.08E+06,1.65E-07,0.000131037,,,,
581,5.25E+06,1.91E-07,0.000131921,,,,
582,6.92E+06,1.44E-07,0.000127924,,,,
583,5.75E+06,1.74E-07,0.000128021,,,,
584,5.98E+06,1.67E-07,3.26E-05,,,,
585,5.52E+06,1.81E-07,0.000126716,,,,
586,5.71E+06,1.75E-07,0.000124874,,,,
587,6.09E+06,1.64E-07,0.000133106,,,,
588,5.46E+06,1.83E-07,0.000133191,,,,
589,5.43E+06,1.84E-07,3.93E-05,,,,
590,5.76E+06,1.74E-07,0.000127641,,,,
591,6.96E+06,1.44E-07,0.000129778,,,,
592,5.47E+06,1.83E-07,0.000130794,,,,
593,5.14E+06,1.95E-07,0.00013256,,,,
594,6.19E+06,1.62E-07,0.000127676,,,,
595,6.06E+06,1.65E-07,3.50E-05,,,,
596,5.93E+06,1.69E-07,0.000135939,,,,
597,6.35E+06,1.58E-07,0.000127826,,,,
598,6.84E+06,1.46E-07,0.000130069,,,,
599,6.35E+06,1.57E-07,0.000127713,,,,
600,5.72E+06,1.75E-07,0.000132062,,,,
601,5.83E+06,1.72E-07,0.000126613,,,,
602,5.95E+06,1.68E-07,0.000128247,,,,
603,5.96E+06,1.68E-07,0.00013239,,,,
604,5.26E+06,1.90E-07,0.00012477,,,,
605,5.45E+06,1.84E-07,0.000126573,,,,
606,5.96E+06,1.68E-07,0.000124237,,,,
607,6.66E+06,1.50E-07,0.000132671,,,,
608,5.98E+06,1.67E-07,0.000129893,,,,
609,5.68E+06,1.76E-07,0.000124066,,,,
610,5.16E+06,1.94E-07,0.000131,,,,
611,5.61E+06,1.78E-07,0.000131547,,,,
612,6.04E+06,1.66E-07,0.000128093,,,,
613,5.75E+06,1.74E-07,0.000129031,,,,
614,5.73E+06,1.74E-07,0.000128653,,,,
615,5.75E+06,1.74E-07,0.000129304,,,,
616,7.27E+06,1.38E-07,0.00012652,,,,
617,6.64E+06,1.51E-07,0.000134022,,,,
618,5.47E+06,1.83E-07,0.000131375,,,,
619,6.17E+06,1.62E-07,0.000120519,,,,
620,5.55E+06,1.80E-07,3.47E-05,,,,
621,6.03E+06,1.66E-07,0.000125053,,,,
622,5.35E+06,1.87E-07,0.000120975,,,,
623,6.02E+06,1.66E-07,0.000135255,,,,
624,6.06E+06,1.65E-07,0.00013343,,,,
625,5.49E+06,1.82E-07,0.000125478,,,,
626,6.13E+06,1.63E-07,0.00012838,,,,
627,5.85E+06,1.71E-07,0.000130696,,,,
628,5.93E+06,1.69E-07,0.0001276,,,,
629,6.15E+06,1.62E-07,0.000138714,,,,
630,4.63E+06,2.16E-07,0.000131554,,,,
631,6.18E+06,1.62E-07,0.000127951,,,,
632,3.66E+06,2.73E-07,3.84E-05,,,,
633,5.70E+06,1.76E-07,0.000123233,,,,
634,5.72E+06,1.75E-07,0.000133887,,,,
635,5.44E+06,1.84E-07,0.000133255,,,,
636,5.25E+06,1.91E-07,0.00013157,,,,
637,5.37E+06,1.86E-07,0.000126763,,,,
638,6.13E+06,1.63E-07,0.000120175,,,,
639,6.06E+06,1.65E-07,0.000124899,,,,
640,5.42E+06,1.85E-07,0.000129624,,,,
641,5.50E+06,1.82E-07,0.000128282,,,,
642,5.43E+06,1.84E-07,0.000123819,,,,
643,5.91E+06,1.69E-07,0.0001288,,,,
644,7.06E+06,1.42E-07,0.000125822,,,,
645,5.64E+06,1.77E-07,0.000126095,,,,
646,5.55E+06,1.80E-07,0.000129287,,,,
647,6.35E+06,1.58E-07,0.000126824,,,,
648,5.90E+06,1.70E-07,0.000127928,,,,
649,5.29E+06,1.89E-07,0.000130608,,,,
650,6.11E+06,1.64E-07,0.000134166,,,,
651,6.12E+06,1.64E-07,0.000122767,,,,
652,6.85E+06,1.46E-07,0.000134162,,,,
653,7.06E+06,1.42E-07,0.000133612,,,,
654,6.10E+06,1.64E-07,0.000132457,,,,
655,6.33E+06,1.58E-07,0.00013132,,,,
656,5.26E+06,1.90E-07,0.000125264,,,,
657,6.11E+06,1.64E-07,0.000126672,,,,
658,4.93E+06,2.03E-07,0.000134536,,,,
659,6.08E+06,1.64E-07,0.00013616,,,,
660,7.03E+06,1.42E-07,0.000131035,,,,
661,5.64E+06,1.77E-07,0.000117893,,,,
662,5.62E+06,1.78E-07,0.000129542,,,,
663,5.78E+06,1.73E-07,0.000133191,,,,
664,5.64E+06,1.77E-07,0.000129701,,,,
665,6.49E+06,1.54E-07,0.000123784,,,,
666,6.24E+06,1.60E-07,0.000129383,,,,
667,4.98E+06,2.01E-07,0.000126885,,,,
668,6.21E+06,1.61E-07,0.000131247,,,,
669,6.45E+06,1.55E-07,0.000133475,,,,
670,5.85E+06,1.71E-07,0.000127791,,,,
671,6.36E+06,1.57E-07,0.000127552,,,,
672,6.09E+06,1.64E-07,0.000127437,,,,
673,5.89E+06,1.70E-07,0.000126193,,,,
674,5.58E+06,1.79E-07,0.000129447,,,,
675,6.21E+06,1.61E-07,0.000121222,,,,
676,6.32E+06,1.58E-07,0.000128794,,,,
677,6.22E+06,1.61E-07,0.00012328,,,,
678,6.70E+06,1.49E-07,0.000127057,,,,
679,6.18E+06,1.62E-07,0.000126886,,,,
680,4.95E+06,2.02E-07,0.000121899,,,,
681,6.09E+06,1.64E-07,0.000129417,,,,
682,6.06E+06,1.65E-07,0.000128869,,,,
683,6.07E+06,1.65E-07,0.000126543,,,,
684,6.26E+06,1.60E-07,0.000128005,,,,
685,5.95E+06,1.68E-07,0.000127741,,,,
686,6.11E+06,1.64E-07,0.000121697,,,,
687,5.82E+06,1.72E-07,0.000127849,,,,
688,6.68E+06,1.50E-07,0.000129381,,,,
689,6.02E+06,1.66E-07,0.000126029,,,,
690,6.27E+06,1.60E-07,0.000133797,,,,
691,5.08E+06,1.97E-07,0.000126621,,,,
692,5.59E+06,1.79E-07,0.000130352,,,,
693,6.03E+06,1.66E-07,0.000125239,,,,
694,5.14E+06,1.95E-07,3.10E-05,,,,
695,5.50E+06,1.82E-07,0.000130783,,,,
696,5.39E+06,1.86E-07,0.000127009,,,,
697,5.94E+06,1.68E-07,0.000128354,,,,
698,5.75E+06,1.74E-07,0.000133343,,,,
699,6.57E+06,1.52E-07,0.000131072,,,,
700,5.88E+06,1.70E-07,0.000137011,,,,
701,4.93E+06,2.03E-07,0.0001326,,,,
702,6.03E+06,1.66E-07,0.000122992,,,,
703,5.75E+06,1.74E-07,0.000129146,,,,
704,5.76E+06,1.74E-07,0.00012804,,,,
705,6.36E+06,1.57E-07,0.000125565,,,,
706,5.45E+06,1.84E-07,0.000124348,,,,
707,6.03E+06,1.66E-07,0.000127472,,,,
708,5.54E+06,1.80E-07,0.000125084,,,,
709,6.35E+06,1.58E-07,0.000129919,,,,
710,6.37E+06,1.57E-07,0.000129611,,,,
711,5.88E+06,1.70E-07,0.000126095,,,,
712,5.63E+06,1.78E-07,0.000125576,,,,
713,5.82E+06,1.72E-07,0.000129478,,,,
714,5.67E+06,1.76E-07,0.000129393,,,,
715,5.30E+06,1.89E-07,0.00012144,,,,
716,6.46E+06,1.55E-07,0.000130376,,,,
717,6.09E+06,1.64E-07,0.000129348,,,,
718,6.60E+06,1.52E-07,0.000129196,,,,
719,5.65E+06,1.77E-07,0.000130871,,,,
720,6.07E+06,1.65E-07,0.000125527,,,,
721,5.86E+06,1.71E-07,0.000125948,,,,
722,4.95E+06,2.02E-07,0.000128891,,,,
723,5.77E+06,1.73E-07,0.000128762,,,,
724,6.73E+06,1.49E-07,0.000129044,,,,
725,5.88E+06,1.70E-07,0.000126638,,,,
726,4.66E+06,2.14E-07,0.000128138,,,,
727,5.80E+06,1.72E-07,0.000128825,,,,
728,6.37E+06,1.57E-07,0.000127438,,,,
729,5.57E+06,1.79E-07,0.000131984,,,,
730,5.61E+06,1.78E-07,0.000128746,,,,
731,6.20E+06,1.61E-07,0.00012297,,,,
732,6.52E+06,1.53E-07,0.000125765,,,,
733,5.99E+06,1.67E-07,0.000133069,,,,
734,4.61E+06,2.17E-07,0.000130441,,,,
735,5.89E+06,1.70E-07,0.000129337,,,,
736,6.35E+06,1.57E-07,0.000123889,,,,
737,6.05E+06,1.65E-07,0.000126541,,,,
738,4.46E+06,2.24E-07,0.000130632,,,,
739,5.83E+06,1.71E-07,0.000126533,,,,
740,6.36E+06,1.57E-07,0.00013559,,,,
741,6.25E+06,1.60E-07,0.000129341,,,,
742,6.09E+06,1.64E-07,0.000127802,,,,
743,5.79E+06,1.73E-07,0.000127069,,,,
744,6.38E+06,1.57E-07,0.000126008,,,,
745,5.35E+06,1.87E-07,0.000123522,,,,
746,5.09E+06,1.97E-07,0.000125374,,,,
747,6.15E+06,1.63E-07,0.000130802,,,,
748,5.48E+06,1.82E-07,0.000125113,,,,
749,5.99E+06,1.67E-07,0.000131264,,,,
750,5.78E+06,1.73E-07,0.00012964,,,,
751,6.53E+06,1.53E-07,0.00012833,,,,
752,5.03E+06,1.99E-07,0.000130054,,,,
753,6.65E+06,1.50E-07,0.000128786,,,,
754,6.00E+06,1.67E-07,0.000130474,,,,
755,6.31E+06,1.59E-07,0.000132196,,,,
756,6.45E+06,1.55E-07,0.000129883,,,,
757,5.63E+06,1.78E-07,0.000123773,,,,
758,6.13E+06,1.63E-07,0.000130787,,,,
759,5.63E+06,1.78E-07,0.000133631,,,,
760,6.02E+06,1.66E-07,0.000127419,,,,
761,4.90E+06,2.04E-07,0.000131653,,,,
762,5.91E+06,1.69E-07,0.000123735,,,,
763,6.34E+06,1.58E-07,3.64E-05,,,,
764,5.25E+06,1.91E-07,0.000128568,,,,
765,5.53E+06,1.81E-07,0.0001238,,,,
766,5.82E+06,1.72E-07,0.000126666,,,,
767,6.09E+06,1.64E-07,0.000126982,,,,
768,6.04E+06,1.66E-07,0.000128633,,,,
769,6.29E+06,1.59E-07,0.000130552,,,,
770,5.87E+06,1.70E-07,0.000127602,,,,
771,5.47E+06,1.83E-07,0.000126117,,,,
772,7.25E+06,1.38E-07,0.000127584,,,,
773,5.95E+06,1.68E-07,0.000121865,,,,
774,5.38E+06,1.86E-07,0.000130268,,,,
775,6.50E+06,1.54E-07,0.000128009,,,,
776,6.68E+06,1.50E-07,0.000125232,,,,
777,5.60E+06,1.79E-07,0.000126292,,,,
778,5.41E+06,1.85E-07,0.000124163,,,,
779,6.24E+06,1.60E-07,0.000131366,,,,
780,5.70E+06,1.75E-07,0.000129442,,,,
781,5.50E+06,1.82E-07,0.000124767,,,,
782,4.90E+06,2.04E-07,0.000123558,,,,
783,6.05E+06,1.65E-07,0.000133772,,,,
784,5.65E+06,1.77E-07,0.000124243,,,,
785,6.27E+06,1.59E-07,0.000131616,,,,
786,4.83E+06,2.07E-07,0.000125398,,,,
787,5.30E+06,1.89E-07,0.000130383,,,,
788,6.50E+06,1.54E-07,0.000122108,,,,
789,5.97E+06,1.67E-07,0.000135941,,,,
790,6.21E+06,1.61E-07,0.000128127,,,,
791,6.12E+06,1.64E-07,0.000127772,,,,
792,5.69E+06,1.76E-07,0.000125973,,,,
793,6.10E+06,1.64E-07,0.000130955,,,,
794,6.47E+06,1.55E-07,0.000128355,,,,
795,6.05E+06,1.65E-07,0.000129551,,,,
796,5.75E+06,1.74E-07,0.000127202,,,,
797,5.81E+06,1.72E-07,0.000124376,,,,
798,5.59E+06,1.79E-07,0.000132146,,,,
799,5.89E+06,1.70E-07,0.000130501,,,,
800,5.18E+06,1.93E-07,0.00012399,,,,
801,5.95E+06,1.68E-07,0.00013316,,,,
802,5.67E+06,1.76E-07,0.000127137,,,,
803,4.43E+06,2.26E-07,0.00012693,,,,
804,5.95E+06,1.68E-07,0.000130441,,,,
805,6.06E+06,1.65E-07,0.000126373,,,,
806,6.57E+06,1.52E-07,0.000130008,,,,
807,6.42E+06,1.56E-07,0.000124905,,,,
808,6.13E+06,1.63E-07,0.000132983,,,,
809,5.40E+06,1.85E-07,0.000135559,,,,
810,5.53E+06,1.81E-07,0.000132174,,,,
811,5.72E+06,1.75E-07,0.000116838,,,,
812,6.27E+06,1.59E-07,0.000126373,,,,
813,5.89E+06,1.70E-07,0.000125618,,,,
814,4.80E+06,2.08E-07,0.000127672,,,,
815,5.02E+06,1.99E-07,0.000131069,,,,
816,6.24E+06,1.60E-07,0.000130276,,,,
817,6.31E+06,1.58E-07,0.000126465,,,,
818,5.54E+06,1.80E-07,0.000128377,,,,
819,5.83E+06,1.72E-07,0.00012971,,,,
820,6.46E+06,1.55E-07,0.000129812,,,,
821,4.43E+06,2.26E-07,0.000129153,,,,
822,5.34E+06,1.87E-07,0.000126597,,,,
823,6.26E+06,1.60E-07,3.34E-05,,,,
824,5.98E+06,1.67E-07,0.000129023,,,,
825,6.05E+06,1.65E-07,0.000131331,,,,
826,6.56E+06,1.52E-07,0.000130312,,,,
827,5.37E+06,1.86E-07,0.00012697,,,,
828,6.05E+06,1.65E-07,0.000124922,,,,
829,5.97E+06,1.68E-07,0.000133108,,,,
830,5.84E+06,1.71E-07,0.000125523,,,,
831,3.99E+06,2.51E-07,0.000132905,,,,
832,5.85E+06,1.71E-07,0.00012737,,,,
833,5.69E+06,1.76E-07,3.58E-05,,,,
834,5.62E+06,1.78E-07,0.000127646,,,,
835,6.26E+06,1.60E-07,0.000120949,,,,
836,6.52E+06,1.53E-07,0.000136878,,,,
837,5.43E+06,1.84E-07,0.000129144,,,,
838,5.43E+06,1.84E-07,0.000127627,,,,
839,5.97E+06,1.67E-07,0.000130314,,,,
840,6.12E+06,1.64E-07,3.51E-05,,,,
841,4.81E+06,2.08E-07,0.000129204,,,,
842,6.47E+06,1.55E-07,0.000131032,,,,
843,5.93E+06,1.69E-07,0.000130204,,,,
844,5.27E+06,1.90E-07,0.000130012,,,,
845,4.58E+06,2.18E-07,0.000125433,,,,
846,6.02E+06,1.66E-07,0.000128459,,,,
847,6.72E+06,1.49E-07,0.000130374,,,,
848,6.27E+06,1.59E-07,0.000130448,,,,
849,5.84E+06,1.71E-07,0.000134463,,,,
850,5.35E+06,1.87E-07,0.000130727,,,,
851,5.85E+06,1.71E-07,0.000125443,,,,
852,5.82E+06,1.72E-07,0.00013007,,,,
853,5.70E+06,1.75E-07,0.000133113,,,,
854,5.71E+06,1.75E-07,0.000122302,,,,
855,5.73E+06,1.75E-07,0.000128353,,,,
856,5.60E+06,1.78E-07,0.000125293,,,,
857,6.57E+06,1.52E-07,0.000126181,,,,
858,5.81E+06,1.72E-07,0.000123629,,,,
859,4.93E+06,2.03E-07,0.000125079,,,,
860,6.17E+06,1.62E-07,0.000129369,,,,
861,5.52E+06,1.81E-07,0.000124932,,,,
862,5.50E+06,1.82E-07,0.000127447,,,,
863,5.41E+06,1.85E-07,0.000127055,,,,
864,6.19E+06,1.62E-07,0.000125607,,,,
865,5.41E+06,1.85E-07,0.0001243,,,,
866,5.81E+06,1.72E-07,0.000132051,,,,
867,6.02E+06,1.66E-07,0.00013103,,,,
868,6.56E+06,1.53E-07,0.00012531,,,,
869,5.84E+06,1.71E-07,0.000127012,,,,
870,6.53E+06,1.53E-07,0.000121452,,,,
871,6.32E+06,1.58E-07,0.000135352,,,,
872,6.96E+06,1.44E-07,0.000125888,,,,
873,5.35E+06,1.87E-07,0.000130743,,,,
874,5.85E+06,1.71E-07,0.000121847,,,,
875,5.92E+06,1.69E-07,0.000134259,,,,
876,5.31E+06,1.88E-07,0.000128822,,,,
877,5.76E+06,1.74E-07,0.000128161,,,,
878,5.59E+06,1.79E-07,0.000133337,,,,
879,6.20E+06,1.61E-07,0.000131572,,,,
880,5.33E+06,1.88E-07,0.00013359,,,,
881,5.77E+06,1.73E-07,0.00012833,,,,
882,5.40E+06,1.85E-07,0.00012048,,,,
883,6.05E+06,1.65E-07,0.000125559,,,,
884,5.57E+06,1.80E-07,0.000129096,,,,
885,6.10E+06,1.64E-07,0.000133813,,,,
886,6.02E+06,1.66E-07,0.000124846,,,,
887,5.94E+06,1.68E-07,0.000135128,,,,
888,6.46E+06,1.55E-07,0.000120581,,,,
889,5.90E+06,1.70E-07,0.000126407,,,,
890,4.57E+06,2.19E-07,0.000126233,,,,
891,5.73E+06,1.74E-07,0.000135455,,,,
892,6.20E+06,1.61E-07,0.000132849,,,,
893,6.52E+06,1.53E-07,0.000131655,,,,
894,6.54E+06,1.53E-07,0.000133024,,,,
895,6.67E+06,1.50E-07,0.000127547,,,,
896,6.69E+06,1.49E-07,0.000135701,,,,
897,5.82E+06,1.72E-07,0.000128084,,,,
898,5.53E+06,1.81E-07,0.000127744,,,,
899,6.09E+06,1.64E-07,0.000125596,,,,
900,6.00E+06,1.67E-07,0.000129441,,,,
901,6.51E+06,1.54E-07,0.000126557,,,,
902,6.31E+06,1.58E-07,0.000128562,,,,
903,6.27E+06,1.60E-07,0.000124916,,,,
904,6.04E+06,1.65E-07,0.000130167,,,,
905,6.16E+06,1.62E-07,0.000123926,,,,
906,6.38E+06,1.57E-07,0.000124999,,,,
907,6.18E+06,1.62E-07,0.000126878,,,,
908,6.35E+06,1.58E-07,0.000126537,,,,
909,6.12E+06,1.63E-07,0.000125783,,,,
910,6.53E+06,1.53E-07,0.000125756,,,,
911,6.19E+06,1.62E-07,0.000132388,,,,
912,6.05E+06,1.65E-07,0.000124461,,,,
913,6.30E+06,1.59E-07,0.000131348,,,,
914,6.42E+06,1.56E-07,0.000127148,,,,
915,5.95E+06,1.68E-07,0.000127017,,,,
916,4.79E+06,2.09E-07,0.00012588,,,,
917,5.47E+06,1.83E-07,0.000136109,,,,
918,5.74E+06,1.74E-07,0.000134578,,,,
919,5.59E+06,1.79E-07,0.000127209,,,,
920,5.08E+06,1.97E-07,0.000131913,,,,
921,6.61E+06,1.51E-07,0.000134112,,,,
922,6.10E+06,1.64E-07,0.00013473,,,,
923,6.20E+06,1.61E-07,0.000122942,,,,
924,5.63E+06,1.78E-07,0.000127741,,,,
925,6.40E+06,1.56E-07,0.000128242,,,,
926,6.04E+06,1.65E-07,0.000126663,,,,
927,6.51E+06,1.54E-07,0.000129839,,,,
928,6.49E+06,1.54E-07,3.63E-05,,,,
929,5.67E+06,1.76E-07,0.000128037,,,,
930,5.90E+06,1.69E-07,0.000132338,,,,
931,4.91E+06,2.04E-07,0.000128913,,,,
932,5.73E+06,1.75E-07,0.000133261,,,,
933,6.27E+06,1.59E-07,0.000120935,,,,
934,5.49E+06,1.82E-07,0.000127895,,,,
935,5.20E+06,1.92E-07,0.000127587,,,,
936,5.92E+06,1.69E-07,0.000129304,,,,
937,5.45E+06,1.84E-07,0.000122337,,,,
938,5.92E+06,1.69E-07,0.00012313,,,,
939,6.22E+06,1.61E-07,0.000132194,,,,
940,5.97E+06,1.68E-07,0.000131114,,,,
941,5.63E+06,1.78E-07,0.000126463,,,,
942,5.72E+06,1.75E-07,0.000128519,,,,
943,6.64E+06,1.50E-07,0.000131164,,,,
944,6.47E+06,1.55E-07,0.000133234,,,,
945,6.50E+06,1.54E-07,0.000130562,,,,
946,5.64E+06,1.77E-07,0.000123588,,,,
947,5.81E+06,1.72E-07,0.000130575,,,,
948,5.78E+06,1.73E-07,0.000137457,,,,
949,6.11E+06,1.64E-07,0.000129834,,,,
950,5.62E+06,1.78E-07,0.000125464,,,,
951,4.08E+06,2.45E-07,0.000126464,,,,
952,5.67E+06,1.76E-07,0.000121136,,,,
953,5.79E+06,1.73E-07,0.000132812,,,,
954,7.08E+06,1.41E-07,0.000128862,,,,
955,6.22E+06,1.61E-07,0.00012258,,,,
956,5.26E+06,1.90E-07,0.000136222,,,,
957,5.88E+06,1.70E-07,0.000124956,,,,
958,6.49E+06,1.54E-07,0.000131969,,,,
959,5.86E+06,1.71E-07,0.000127353,,,,
960,6.14E+06,1.63E-07,0.000126202,,,,
961,5.80E+06,1.72E-07,0.000125191,,,,
962,5.87E+06,1.70E-07,0.000124262,,,,
963,6.67E+06,1.50E-07,0.000127624,,,,
964,6.55E+06,1.53E-07,0.000135888,,,,
965,5.80E+06,1.72E-07,0.000125154,,,,
966,6.04E+06,1.65E-07,0.000118926,,,,
967,6.12E+06,1.63E-07,0.000124168,,,,
968,5.66E+06,1.77E-07,0.000128842,,,,
969,5.56E+06,1.80E-07,0.000132371,,,,
970,6.83E+06,1.46E-07,0.000138796,,,,
971,5.44E+06,1.84E-07,0.000130037,,,,
972,5.84E+06,1.71E-07,0.000123021,,,,
973,6.41E+06,1.56E-07,0.00013276,,,,
974,5.55E+06,1.80E-07,0.000126333,,,,
975,6.15E+06,1.63E-07,0.000124449,,,,
976,5.40E+06,1.85E-07,0.00013186,,,,
977,5.72E+06,1.75E-07,0.000121074,,,,
978,6.03E+06,1.66E-07,0.000124485,,,,
979,5.86E+06,1.71E-07,0.000123721,,,,
980,5.49E+06,1.82E-07,0.0001261,,,,
981,5.83E+06,1.71E-07,0.000125222,,,,
982,6.60E+06,1.52E-07,0.000124668,,,,
983,6.55E+06,1.53E-07,0.000130082,,,,
984,5.80E+06,1.72E-07,0.000126877,,,,
985,6.55E+06,1.53E-07,0.000131577,,,,
986,6.11E+06,1.64E-07,0.000128585,,,,
987,5.25E+06,1.91E-07,0.000121338,,,,
988,6.39E+06,1.56E-07,0.000129412,,,,
989,6.13E+06,1.63E-07,0.0001291,,,,
990,5.50E+06,1.82E-07,3.68E-05,,,,
991,6.25E+06,1.60E-07,0.000125127,,,,
992,6.59E+06,1.52E-07,0.000126762,,,,
993,4.88E+06,2.05E-07,0.000128781,,,,
994,5.52E+06,1.81E-07,0.000123646,,,,
995,5.62E+06,1.78E-07,0.000131828,,,,
996,5.62E+06,1.78E-07,0.000122528,,,,
997,5.62E+06,1.78E-07,0.000124456,,,,
998,4.38E+06,2.28E-07,0.000128293,,,,
999,5.68E+06,1.76E-07,0.000129883,,,,
1000,5.48E+06,1.83E-07,0.000130064,,,,
