run,freq_Hz,period_s,idd_A
337,5.32E+06,1.88E-07,2.88E-05
338,5.87E+06,1.70E-07,3.02E-05
339,6.17E+06,1.62E-07,2.94E-05
340,5.95E+06,1.68E-07,3.25E-05
341,6.58E+06,1.52E-07,2.98E-05
342,5.97E+06,1.68E-07,3.40E-05
343,5.53E+06,1.81E-07,3.19E-05
344,5.63E+06,1.78E-07,3.17E-05
345,3.20E+06,3.13E-07,3.20E-05
346,5.35E+06,1.87E-07,2.97E-05
347,6.25E+06,1.60E-07,3.16E-05
348,6.11E+06,1.64E-07,3.13E-05
349,5.83E+06,1.71E-07,3.08E-05
350,5.78E+06,1.73E-07,3.29E-05
351,6.24E+06,1.60E-07,3.03E-05
352,5.82E+06,1.72E-07,2.88E-05
353,5.09E+06,1.96E-07,2.71E-05
354,5.55E+06,1.80E-07,2.93E-05
355,6.29E+06,1.59E-07,3.01E-05
356,5.85E+06,1.71E-07,3.02E-05
357,5.76E+06,1.74E-07,3.00E-05
358,5.82E+06,1.72E-07,3.03E-05
359,6.20E+06,1.61E-07,3.01E-05
360,5.21E+06,1.92E-07,2.93E-05
361,5.02E+06,1.99E-07,2.87E-05
362,5.23E+06,1.91E-07,3.05E-05
363,5.93E+06,1.69E-07,3.04E-05
364,5.49E+06,1.82E-07,2.98E-05
365,5.63E+06,1.77E-07,2.98E-05
366,5.92E+06,1.69E-07,2.77E-05
367,6.07E+06,1.65E-07,3.19E-05
368,6.38E+06,1.57E-07,2.99E-05
369,6.37E+06,1.57E-07,3.08E-05
370,5.65E+06,1.77E-07,3.07E-05
371,6.05E+06,1.65E-07,2.95E-05
372,5.21E+06,1.92E-07,3.13E-05
373,6.16E+06,1.62E-07,3.03E-05
374,5.59E+06,1.79E-07,2.87E-05
375,6.36E+06,1.57E-07,3.11E-05
376,5.82E+06,1.72E-07,2.81E-05
377,5.74E+06,1.74E-07,2.93E-05
378,5.91E+06,1.69E-07,3.41E-05
379,5.97E+06,1.68E-07,3.12E-05
380,5.96E+06,1.68E-07,2.79E-05
381,6.74E+06,1.48E-07,3.23E-05
382,6.41E+06,1.56E-07,3.01E-05
383,5.74E+06,1.74E-07,2.83E-05
384,5.85E+06,1.71E-07,3.19E-05
385,5.75E+06,1.74E-07,2.91E-05
386,5.65E+06,1.77E-07,2.88E-05
387,5.28E+06,1.89E-07,3.16E-05
388,5.37E+06,1.86E-07,2.80E-05
389,6.33E+06,1.58E-07,3.08E-05
390,5.82E+06,1.72E-07,3.01E-05
391,6.35E+06,1.58E-07,2.94E-05
392,5.07E+06,1.97E-07,2.87E-05
393,6.54E+06,1.53E-07,3.07E-05
394,6.36E+06,1.57E-07,3.02E-05
395,6.27E+06,1.60E-07,3.05E-05
396,5.84E+06,1.71E-07,2.71E-05
397,4.75E+06,2.10E-07,2.99E-05
398,6.25E+06,1.60E-07,3.27E-05
399,5.79E+06,1.73E-07,3.02E-05
400,6.50E+06,1.54E-07,2.98E-05
401,6.42E+06,1.56E-07,2.93E-05
402,6.20E+06,1.61E-07,3.11E-05
403,5.82E+06,1.72E-07,2.98E-05
404,6.38E+06,1.57E-07,2.76E-05
405,6.25E+06,1.60E-07,3.01E-05
406,6.45E+06,1.55E-07,3.03E-05
407,6.09E+06,1.64E-07,2.89E-05
408,6.04E+06,1.66E-07,3.06E-05
409,6.39E+06,1.56E-07,3.14E-05
410,6.32E+06,1.58E-07,3.22E-05
411,5.45E+06,1.83E-07,2.72E-05
412,6.56E+06,1.52E-07,2.96E-05
413,6.14E+06,1.63E-07,3.25E-05
414,5.77E+06,1.73E-07,3.02E-05
415,5.40E+06,1.85E-07,2.96E-05
416,5.51E+06,1.81E-07,2.96E-05
417,6.30E+06,1.59E-07,3.08E-05
418,5.04E+06,1.98E-07,3.07E-05
419,5.92E+06,1.69E-07,3.08E-05
420,5.87E+06,1.70E-07,2.95E-05
421,5.43E+06,1.84E-07,2.89E-05
422,5.28E+06,1.89E-07,2.89E-05
423,6.68E+06,1.50E-07,3.26E-05
424,5.71E+06,1.75E-07,2.95E-05
425,6.25E+06,1.60E-07,2.93E-05
426,5.69E+06,1.76E-07,3.10E-05
427,5.44E+06,1.84E-07,3.22E-05
428,6.37E+06,1.57E-07,3.02E-05
429,5.25E+06,1.90E-07,3.05E-05
430,5.47E+06,1.83E-07,3.01E-05
431,6.66E+06,1.50E-07,3.26E-05
432,6.23E+06,1.61E-07,3.31E-05
433,5.99E+06,1.67E-07,2.89E-05
434,5.64E+06,1.77E-07,3.28E-05
435,5.84E+06,1.71E-07,2.90E-05
436,5.19E+06,1.93E-07,3.13E-05
437,6.64E+06,1.51E-07,3.12E-05
438,6.57E+06,1.52E-07,3.04E-05
439,6.04E+06,1.66E-07,2.97E-05
440,5.27E+06,1.90E-07,3.12E-05
441,7.09E+06,1.41E-07,3.12E-05
442,5.60E+06,1.79E-07,2.99E-05
443,6.53E+06,1.53E-07,3.07E-05
444,4.71E+06,2.12E-07,2.98E-05
445,7.11E+06,1.41E-07,3.01E-05
446,6.44E+06,1.55E-07,3.23E-05
447,5.10E+06,1.96E-07,2.90E-05
448,6.22E+06,1.61E-07,2.95E-05
449,6.31E+06,1.58E-07,3.13E-05
450,5.74E+06,1.74E-07,2.72E-05
451,6.39E+06,1.56E-07,3.05E-05
452,5.78E+06,1.73E-07,2.81E-05
453,5.83E+06,1.72E-07,2.96E-05
454,6.05E+06,1.65E-07,2.98E-05
455,5.58E+06,1.79E-07,2.92E-05
456,5.73E+06,1.75E-07,2.97E-05
457,6.25E+06,1.60E-07,2.95E-05
458,6.53E+06,1.53E-07,2.94E-05
459,5.20E+06,1.92E-07,2.96E-05
460,5.10E+06,1.96E-07,3.03E-05
461,6.09E+06,1.64E-07,3.14E-05
462,6.26E+06,1.60E-07,2.94E-05
463,6.46E+06,1.55E-07,2.93E-05
464,6.00E+06,1.67E-07,2.96E-05
465,5.77E+06,1.73E-07,3.03E-05
466,5.85E+06,1.71E-07,2.83E-05
467,5.76E+06,1.73E-07,2.86E-05
468,5.53E+06,1.81E-07,2.88E-05
469,5.16E+06,1.94E-07,3.14E-05
470,6.53E+06,1.53E-07,2.95E-05
471,5.54E+06,1.81E-07,3.11E-05
472,5.95E+06,1.68E-07,3.02E-05
473,5.89E+06,1.70E-07,3.11E-05
474,6.59E+06,1.52E-07,2.98E-05
475,5.89E+06,1.70E-07,2.89E-05
476,5.91E+06,1.69E-07,3.05E-05
477,6.09E+06,1.64E-07,3.06E-05
478,6.22E+06,1.61E-07,3.08E-05
479,5.55E+06,1.80E-07,3.02E-05
480,6.01E+06,1.66E-07,2.92E-05
481,6.09E+06,1.64E-07,2.88E-05
482,5.73E+06,1.74E-07,3.00E-05
483,6.19E+06,1.61E-07,3.20E-05
484,6.07E+06,1.65E-07,2.92E-05
485,5.35E+06,1.87E-07,3.05E-05
486,7.08E+06,1.41E-07,3.36E-05
487,5.79E+06,1.73E-07,3.18E-05
488,4.72E+06,2.12E-07,3.43E-05
489,6.13E+06,1.63E-07,3.23E-05
490,6.06E+06,1.65E-07,2.90E-05
491,5.97E+06,1.67E-07,3.01E-05
492,5.71E+06,1.75E-07,3.09E-05
493,6.03E+06,1.66E-07,3.20E-05
494,5.57E+06,1.79E-07,2.99E-05
495,5.69E+06,1.76E-07,3.41E-05
496,6.38E+06,1.57E-07,3.06E-05
497,6.28E+06,1.59E-07,2.93E-05
498,5.71E+06,1.75E-07,2.76E-05
499,5.89E+06,1.70E-07,2.95E-05
500,5.71E+06,1.75E-07,2.87E-05
501,5.71E+06,1.75E-07,3.06E-05
502,5.96E+06,1.68E-07,3.00E-05
503,5.45E+06,1.84E-07,2.94E-05
504,5.56E+06,1.80E-07,3.05E-05
505,6.62E+06,1.51E-07,3.10E-05
506,6.29E+06,1.59E-07,3.12E-05
507,5.98E+06,1.67E-07,2.78E-05
508,5.44E+06,1.84E-07,3.03E-05
509,5.74E+06,1.74E-07,3.13E-05
510,5.65E+06,1.77E-07,3.09E-05
511,5.70E+06,1.75E-07,2.86E-05
512,7.08E+06,1.41E-07,3.29E-05
513,5.71E+06,1.75E-07,3.31E-05
514,4.72E+06,2.12E-07,2.84E-05
515,5.97E+06,1.67E-07,3.00E-05
516,5.89E+06,1.70E-07,2.82E-05
517,5.35E+06,1.87E-07,3.03E-05
518,6.33E+06,1.58E-07,3.09E-05
519,6.29E+06,1.59E-07,3.04E-05
520,6.12E+06,1.63E-07,3.24E-05
521,5.22E+06,1.92E-07,2.65E-05
522,5.60E+06,1.78E-07,2.71E-05
523,4.17E+06,2.40E-07,3.05E-05
524,5.88E+06,1.70E-07,2.86E-05
525,5.96E+06,1.68E-07,2.97E-05
526,6.14E+06,1.63E-07,3.03E-05
527,5.57E+06,1.79E-07,2.88E-05
528,5.47E+06,1.83E-07,3.14E-05
529,5.30E+06,1.89E-07,3.02E-05
530,6.51E+06,1.54E-07,3.18E-05
531,5.88E+06,1.70E-07,3.06E-05
532,4.89E+06,2.04E-07,2.93E-05
533,6.48E+06,1.54E-07,2.83E-05
534,5.88E+06,1.70E-07,2.87E-05
535,6.32E+06,1.58E-07,3.04E-05
536,5.84E+06,1.71E-07,3.02E-05
537,5.86E+06,1.71E-07,3.17E-05
538,6.17E+06,1.62E-07,2.89E-05
539,6.06E+06,1.65E-07,2.90E-05
540,5.07E+06,1.97E-07,2.88E-05
541,6.03E+06,1.66E-07,2.87E-05
542,6.27E+06,1.60E-07,2.78E-05
543,6.13E+06,1.63E-07,3.31E-05
544,5.87E+06,1.70E-07,3.01E-05
545,5.47E+06,1.83E-07,2.80E-05
546,5.73E+06,1.74E-07,3.30E-05
547,6.03E+06,1.66E-07,2.98E-05
548,6.41E+06,1.56E-07,3.21E-05
549,6.34E+06,1.58E-07,3.00E-05
550,5.78E+06,1.73E-07,3.02E-05
551,5.69E+06,1.76E-07,2.87E-05
552,5.58E+06,1.79E-07,3.14E-05
553,6.05E+06,1.65E-07,3.41E-05
554,5.57E+06,1.80E-07,2.84E-05
555,6.20E+06,1.61E-07,3.22E-05
556,6.17E+06,1.62E-07,3.10E-05
557,5.31E+06,1.88E-07,3.10E-05
558,6.17E+06,1.62E-07,2.92E-05
559,5.21E+06,1.92E-07,3.21E-05
560,5.07E+06,1.97E-07,3.09E-05
561,5.56E+06,1.80E-07,3.08E-05
562,6.06E+06,1.65E-07,2.95E-05
563,6.40E+06,1.56E-07,3.37E-05
564,4.83E+06,2.07E-07,2.97E-05
565,5.94E+06,1.68E-07,3.14E-05
566,6.43E+06,1.56E-07,2.98E-05
567,4.81E+06,2.08E-07,2.92E-05
568,6.49E+06,1.54E-07,3.13E-05
569,5.51E+06,1.82E-07,2.90E-05
570,5.86E+06,1.71E-07,2.84E-05
571,5.49E+06,1.82E-07,2.81E-05
572,5.63E+06,1.78E-07,2.90E-05
573,6.22E+06,1.61E-07,2.93E-05
574,6.04E+06,1.66E-07,2.81E-05
575,5.63E+06,1.77E-07,3.21E-05
576,5.61E+06,1.78E-07,3.16E-05
577,6.02E+06,1.66E-07,3.08E-05
578,6.33E+06,1.58E-07,2.89E-05
579,6.19E+06,1.62E-07,3.10E-05
580,5.69E+06,1.76E-07,3.00E-05
581,5.42E+06,1.84E-07,2.85E-05
582,6.22E+06,1.61E-07,3.06E-05
583,6.18E+06,1.62E-07,3.13E-05
584,6.48E+06,1.54E-07,3.03E-05
585,5.65E+06,1.77E-07,3.08E-05
586,6.58E+06,1.52E-07,3.00E-05
587,5.63E+06,1.78E-07,2.81E-05
588,5.65E+06,1.77E-07,2.96E-05
589,5.87E+06,1.70E-07,3.21E-05
590,6.11E+06,1.64E-07,3.28E-05
591,6.16E+06,1.62E-07,3.03E-05
592,5.60E+06,1.79E-07,2.92E-05
593,6.36E+06,1.57E-07,3.13E-05
594,6.79E+06,1.47E-07,3.09E-05
595,6.28E+06,1.59E-07,3.03E-05
596,5.59E+06,1.79E-07,2.93E-05
597,6.50E+06,1.54E-07,3.02E-05
598,6.28E+06,1.59E-07,3.37E-05
599,5.83E+06,1.72E-07,3.06E-05
600,5.74E+06,1.74E-07,3.21E-05
601,6.39E+06,1.57E-07,3.18E-05
602,3.99E+06,2.51E-07,3.08E-05
603,5.57E+06,1.80E-07,2.85E-05
604,5.74E+06,1.74E-07,3.05E-05
605,5.93E+06,1.69E-07,2.77E-05
606,6.83E+06,1.46E-07,3.31E-05
607,5.56E+06,1.80E-07,3.02E-05
608,4.84E+06,2.07E-07,2.84E-05
609,6.22E+06,1.61E-07,3.14E-05
610,5.27E+06,1.90E-07,3.48E-05
611,6.06E+06,1.65E-07,3.26E-05
612,6.10E+06,1.64E-07,3.12E-05
613,5.28E+06,1.89E-07,3.12E-05
614,5.93E+06,1.69E-07,2.77E-05
615,5.50E+06,1.82E-07,3.17E-05
616,6.55E+06,1.53E-07,3.06E-05
617,5.04E+06,1.98E-07,2.92E-05
618,5.59E+06,1.79E-07,2.89E-05
619,4.96E+06,2.02E-07,3.08E-05
620,5.40E+06,1.85E-07,3.07E-05
621,5.88E+06,1.70E-07,3.10E-05
622,5.45E+06,1.83E-07,3.12E-05
623,4.83E+06,2.07E-07,3.03E-05
624,6.13E+06,1.63E-07,2.98E-05
625,5.82E+06,1.72E-07,3.03E-05
626,6.31E+06,1.58E-07,3.08E-05
627,6.05E+06,1.65E-07,3.05E-05
628,6.31E+06,1.58E-07,3.04E-05
629,6.68E+06,1.50E-07,3.12E-05
630,5.52E+06,1.81E-07,2.88E-05
631,6.44E+06,1.55E-07,3.06E-05
632,5.05E+06,1.98E-07,2.85E-05
633,5.94E+06,1.68E-07,3.06E-05
634,5.64E+06,1.77E-07,2.74E-05
635,5.10E+06,1.96E-07,2.95E-05
636,5.64E+06,1.77E-07,3.01E-05
637,5.45E+06,1.83E-07,2.94E-05
638,6.14E+06,1.63E-07,2.98E-05
639,5.15E+06,1.94E-07,2.91E-05
640,6.14E+06,1.63E-07,3.10E-05
641,6.17E+06,1.62E-07,3.26E-05
642,5.60E+06,1.79E-07,3.05E-05
643,5.99E+06,1.67E-07,3.25E-05
644,4.55E+06,2.20E-07,3.02E-05
645,6.02E+06,1.66E-07,3.01E-05
646,6.06E+06,1.65E-07,3.19E-05
647,5.49E+06,1.82E-07,3.04E-05
648,6.09E+06,1.64E-07,3.01E-05
649,5.66E+06,1.77E-07,3.24E-05
650,5.86E+06,1.71E-07,2.89E-05
651,5.78E+06,1.73E-07,3.13E-05
652,6.60E+06,1.51E-07,3.16E-05
653,4.67E+06,2.14E-07,3.29E-05
654,5.01E+06,2.00E-07,3.16E-05
655,5.56E+06,1.80E-07,3.20E-05
656,5.48E+06,1.83E-07,2.87E-05
657,5.58E+06,1.79E-07,3.32E-05
658,5.97E+06,1.68E-07,3.12E-05
659,6.27E+06,1.60E-07,3.01E-05
660,6.05E+06,1.65E-07,3.02E-05
661,5.76E+06,1.74E-07,3.22E-05
662,5.84E+06,1.71E-07,3.03E-05
663,5.28E+06,1.90E-07,2.98E-05
664,5.39E+06,1.85E-07,2.88E-05
665,5.12E+06,1.95E-07,2.94E-05
666,6.07E+06,1.65E-07,2.94E-05
667,6.21E+06,1.61E-07,3.39E-05
668,5.84E+06,1.71E-07,2.87E-05
669,5.54E+06,1.80E-07,3.14E-05
670,5.57E+06,1.80E-07,2.98E-05
671,6.23E+06,1.60E-07,2.79E-05
672,5.78E+06,1.73E-07,2.75E-05
673,5.81E+06,1.72E-07,2.99E-05
674,5.74E+06,1.74E-07,3.01E-05
675,5.65E+06,1.77E-07,3.00E-05
676,5.86E+06,1.71E-07,3.13E-05
677,6.20E+06,1.61E-07,2.75E-05
678,5.39E+06,1.85E-07,2.88E-05
679,5.48E+06,1.83E-07,2.96E-05
680,5.34E+06,1.87E-07,2.99E-05
681,6.24E+06,1.60E-07,3.08E-05
682,5.83E+06,1.71E-07,3.02E-05
683,5.00E+06,2.00E-07,3.13E-05
684,5.24E+06,1.91E-07,2.95E-05
685,5.66E+06,1.77E-07,3.33E-05
686,5.47E+06,1.83E-07,2.83E-05
687,6.57E+06,1.52E-07,3.03E-05
688,5.22E+06,1.92E-07,2.92E-05
689,4.55E+06,2.20E-07,3.00E-05
690,6.20E+06,1.61E-07,3.07E-05
691,6.08E+06,1.65E-07,3.00E-05
692,6.11E+06,1.64E-07,3.06E-05
693,5.52E+06,1.81E-07,3.34E-05
694,4.73E+06,2.11E-07,2.86E-05
695,5.70E+06,1.76E-07,3.04E-05
696,6.22E+06,1.61E-07,3.11E-05
697,6.32E+06,1.58E-07,3.08E-05
698,5.07E+06,1.97E-07,3.19E-05
699,6.13E+06,1.63E-07,2.92E-05
700,6.13E+06,1.63E-07,2.99E-05
701,6.08E+06,1.64E-07,2.81E-05
702,6.02E+06,1.66E-07,3.05E-05
703,6.02E+06,1.66E-07,3.14E-05
704,5.64E+06,1.77E-07,2.98E-05
705,5.83E+06,1.72E-07,2.75E-05
706,5.56E+06,1.80E-07,2.94E-05
707,6.00E+06,1.67E-07,3.06E-05
708,6.06E+06,1.65E-07,3.41E-05
709,6.49E+06,1.54E-07,3.21E-05
710,6.32E+06,1.58E-07,2.97E-05
711,5.83E+06,1.72E-07,2.84E-05
712,6.41E+06,1.56E-07,3.09E-05
713,6.00E+06,1.67E-07,3.22E-05
714,7.04E+06,1.42E-07,3.10E-05
715,6.11E+06,1.64E-07,3.12E-05
716,6.39E+06,1.56E-07,2.80E-05
717,6.07E+06,1.65E-07,2.99E-05
718,5.89E+06,1.70E-07,3.07E-05
719,6.38E+06,1.57E-07,2.93E-05
720,5.75E+06,1.74E-07,2.99E-05
721,5.87E+06,1.70E-07,2.70E-05
722,5.60E+06,1.79E-07,2.94E-05
723,5.72E+06,1.75E-07,2.83E-05
724,6.60E+06,1.51E-07,3.23E-05
725,5.35E+06,1.87E-07,2.79E-05
726,5.83E+06,1.71E-07,3.04E-05
727,6.71E+06,1.49E-07,3.06E-05
728,6.94E+06,1.44E-07,3.22E-05
729,5.69E+06,1.76E-07,2.80E-05
730,6.67E+06,1.50E-07,3.07E-05
731,6.12E+06,1.63E-07,3.09E-05
732,5.40E+06,1.85E-07,3.00E-05
733,6.03E+06,1.66E-07,3.03E-05
734,6.09E+06,1.64E-07,3.06E-05
735,6.09E+06,1.64E-07,3.05E-05
736,5.42E+06,1.84E-07,2.93E-05
737,5.80E+06,1.72E-07,3.01E-05
738,6.79E+06,1.47E-07,3.03E-05
739,5.58E+06,1.79E-07,2.72E-05
740,5.57E+06,1.79E-07,2.97E-05
741,5.75E+06,1.74E-07,2.87E-05
742,6.40E+06,1.56E-07,3.05E-05
743,6.41E+06,1.56E-07,2.71E-05
744,6.24E+06,1.60E-07,3.25E-05
745,5.47E+06,1.83E-07,2.98E-05
746,5.52E+06,1.81E-07,3.02E-05
747,6.00E+06,1.67E-07,3.12E-05
748,5.69E+06,1.76E-07,2.80E-05
749,6.00E+06,1.67E-07,3.15E-05
750,5.09E+06,1.97E-07,3.03E-05
751,6.28E+06,1.59E-07,2.90E-05
752,6.01E+06,1.66E-07,3.27E-05
753,6.11E+06,1.64E-07,3.08E-05
754,5.68E+06,1.76E-07,2.96E-05
755,5.65E+06,1.77E-07,2.81E-05
756,6.02E+06,1.66E-07,3.08E-05
757,6.09E+06,1.64E-07,3.03E-05
