VOUT2 v(x2.comp_p_0/VIN_N)
       ** sch_path: /home/zhixuan/projects/fyp_vco/schem/sym_full_tb.sch
       Transient Analysis  Tue Apr 28 16:21:07  2026
--------------------------------------------------------------------------------
Index   time            vout2           v(x2.comp_p_0/v 
--------------------------------------------------------------------------------
0	0.000000e+00	-1.80368e-03	1.155535e+00	
1	1.000000e-12	-1.50181e-03	1.155544e+00	
2	2.000000e-12	-1.26863e-03	1.155552e+00	
3	4.000000e-12	-9.09424e-04	1.155568e+00	
4	8.000000e-12	-5.84573e-04	1.155602e+00	
5	1.600000e-11	-4.11792e-04	1.155668e+00	
6	3.200000e-11	-2.96810e-04	1.155801e+00	
7	6.400000e-11	-1.36507e-04	1.156067e+00	
8	1.280000e-10	-2.71523e-05	1.156599e+00	
9	2.280000e-10	2.436269e-06	1.157428e+00	
10	3.280000e-10	-1.93253e-06	1.158256e+00	
11	4.280000e-10	1.507817e-06	1.159082e+00	
12	5.280000e-10	-1.30801e-06	1.159908e+00	
13	6.280000e-10	1.154960e-06	1.160733e+00	
14	7.280000e-10	-9.62149e-07	1.161556e+00	
15	8.280000e-10	8.682430e-07	1.162379e+00	
16	9.280000e-10	-7.21600e-07	1.163200e+00	
17	1.028000e-09	6.524736e-07	1.164021e+00	
18	1.128000e-09	-5.40937e-07	1.164840e+00	
19	1.228000e-09	4.903079e-07	1.165658e+00	
20	1.328000e-09	-4.05082e-07	1.166475e+00	
21	1.428000e-09	3.683174e-07	1.167292e+00	
22	1.528000e-09	-3.02852e-07	1.168107e+00	
23	1.628000e-09	2.765047e-07	1.168921e+00	
24	1.728000e-09	-2.25896e-07	1.169734e+00	
25	1.828000e-09	2.073876e-07	1.170546e+00	
26	1.928000e-09	-1.67959e-07	1.171357e+00	
27	2.028000e-09	1.553547e-07	1.172167e+00	
28	2.128000e-09	-1.24333e-07	1.172975e+00	
29	2.228000e-09	1.161732e-07	1.173783e+00	
30	2.328000e-09	-9.14799e-08	1.174590e+00	
31	2.428000e-09	8.667167e-08	1.175396e+00	
32	2.528000e-09	-6.67408e-08	1.176200e+00	
33	2.628000e-09	6.446134e-08	1.177004e+00	
34	2.728000e-09	-4.81144e-08	1.177806e+00	
35	2.828000e-09	4.774514e-08	1.178608e+00	
36	2.928000e-09	-3.40898e-08	1.179408e+00	
37	3.028000e-09	3.516232e-08	1.180208e+00	
38	3.128000e-09	-2.35346e-08	1.181006e+00	
39	3.228000e-09	2.569134e-08	1.181804e+00	
40	3.328000e-09	-1.55833e-08	1.182600e+00	
41	3.428000e-09	1.856898e-08	1.183395e+00	
42	3.528000e-09	-9.60056e-09	1.184190e+00	
43	3.628000e-09	1.321056e-08	1.184983e+00	
44	3.728000e-09	-5.09594e-09	1.185775e+00	
45	3.828000e-09	9.180357e-09	1.186566e+00	
46	3.928000e-09	-1.70388e-09	1.187356e+00	
47	4.028000e-09	6.149141e-09	1.188145e+00	
48	4.128000e-09	8.510062e-10	1.188933e+00	
49	4.228000e-09	3.896018e-09	1.189720e+00	
50	4.328000e-09	2.754818e-09	1.190506e+00	
51	4.428000e-09	2.225949e-09	1.191291e+00	
52	4.528000e-09	4.136767e-09	1.192075e+00	
53	4.628000e-09	1.059704e-09	1.192858e+00	
54	4.728000e-09	5.226986e-09	1.193640e+00	

Index   time            vout2           v(x2.comp_p_0/v 
--------------------------------------------------------------------------------
55	4.828000e-09	2.250476e-10	1.194421e+00	
56	4.928000e-09	5.968563e-09	1.195201e+00	
57	5.028000e-09	-3.80841e-10	1.195980e+00	
58	5.128000e-09	6.521745e-09	1.196757e+00	
59	5.228000e-09	-8.28094e-10	1.197534e+00	
60	5.328000e-09	6.939389e-09	1.198310e+00	
61	5.428000e-09	-1.16139e-09	1.199085e+00	
62	5.528000e-09	7.254801e-09	1.199858e+00	
63	5.628000e-09	-1.40885e-09	1.200631e+00	
64	5.728000e-09	7.493237e-09	1.201402e+00	
65	5.828000e-09	-1.59163e-09	1.202173e+00	
66	5.928000e-09	7.673715e-09	1.202943e+00	
67	6.028000e-09	-1.72569e-09	1.203711e+00	
68	6.128000e-09	7.810553e-09	1.204479e+00	
69	6.228000e-09	-1.82306e-09	1.205245e+00	
70	6.328000e-09	7.914531e-09	1.206011e+00	
71	6.428000e-09	-1.89277e-09	1.206775e+00	
72	6.528000e-09	7.993763e-09	1.207538e+00	
73	6.628000e-09	-1.94166e-09	1.208301e+00	
74	6.728000e-09	8.054356e-09	1.209062e+00	
75	6.828000e-09	-1.97487e-09	1.209822e+00	
76	6.928000e-09	8.100906e-09	1.210582e+00	
77	7.028000e-09	-1.99626e-09	1.211340e+00	
78	7.128000e-09	8.136874e-09	1.212097e+00	
79	7.228000e-09	-2.00877e-09	1.212854e+00	
80	7.328000e-09	8.164859e-09	1.213609e+00	
81	7.428000e-09	-2.01459e-09	1.214363e+00	
82	7.528000e-09	8.186822e-09	1.215116e+00	
83	7.628000e-09	-2.01539e-09	1.215868e+00	
84	7.728000e-09	8.204232e-09	1.216620e+00	
85	7.828000e-09	-2.01243e-09	1.217370e+00	
86	7.928000e-09	8.218213e-09	1.218119e+00	
87	8.028000e-09	-2.00672e-09	1.218867e+00	
88	8.128000e-09	8.229718e-09	1.219614e+00	
89	8.228000e-09	-1.99902e-09	1.220360e+00	
90	8.328000e-09	8.239345e-09	1.221106e+00	
91	8.428000e-09	-1.98985e-09	1.221850e+00	
92	8.528000e-09	8.247538e-09	1.222593e+00	
93	8.628000e-09	-1.97957e-09	1.223335e+00	
94	8.728000e-09	8.254631e-09	1.224076e+00	
95	8.828000e-09	-1.96849e-09	1.224816e+00	
96	8.928000e-09	8.260877e-09	1.225555e+00	
97	9.028000e-09	-1.95683e-09	1.226293e+00	
98	9.128000e-09	8.266463e-09	1.227031e+00	
99	9.228000e-09	-1.94475e-09	1.227767e+00	
100	9.328000e-09	8.271531e-09	1.228502e+00	
101	9.428000e-09	-1.93237e-09	1.229236e+00	
102	9.528000e-09	8.276188e-09	1.229969e+00	
103	9.628000e-09	-1.91980e-09	1.230701e+00	
104	9.728000e-09	8.280514e-09	1.231433e+00	
105	9.828000e-09	-1.90710e-09	1.232163e+00	
106	9.928000e-09	8.284567e-09	1.232892e+00	
107	1.002800e-08	-1.89433e-09	1.233620e+00	
108	1.012800e-08	8.288393e-09	1.234348e+00	
109	1.022800e-08	-1.88153e-09	1.235074e+00	
110	1.032800e-08	8.292025e-09	1.235799e+00	
111	1.042800e-08	-1.86873e-09	1.236524e+00	
112	1.052800e-08	8.295487e-09	1.237247e+00	

Index   time            vout2           v(x2.comp_p_0/v 
--------------------------------------------------------------------------------
113	1.062800e-08	-1.85596e-09	1.237969e+00	
114	1.072800e-08	8.298797e-09	1.238691e+00	
115	1.082800e-08	-1.84324e-09	1.239411e+00	
116	1.092800e-08	8.301969e-09	1.240131e+00	
117	1.102800e-08	-1.83058e-09	1.240849e+00	
118	1.112800e-08	8.305012e-09	1.241567e+00	
119	1.122800e-08	-1.81799e-09	1.242284e+00	
120	1.132800e-08	8.307932e-09	1.242999e+00	
121	1.142800e-08	-1.80549e-09	1.243714e+00	
122	1.152800e-08	8.310732e-09	1.244428e+00	
123	1.162800e-08	-1.79308e-09	1.245140e+00	
124	1.172800e-08	8.313416e-09	1.245852e+00	
125	1.182800e-08	-1.78076e-09	1.246563e+00	
126	1.192800e-08	8.315985e-09	1.247273e+00	
127	1.202800e-08	-1.76856e-09	1.247982e+00	
128	1.212800e-08	8.318437e-09	1.248690e+00	
129	1.222800e-08	-1.75647e-09	1.249397e+00	
130	1.232800e-08	8.320771e-09	1.250103e+00	
131	1.242800e-08	-1.74449e-09	1.250808e+00	
132	1.252800e-08	8.322985e-09	1.251512e+00	
133	1.262800e-08	-1.73264e-09	1.252216e+00	
134	1.272800e-08	8.324483e-09	1.252918e+00	
135	1.282800e-08	-1.72079e-09	1.253619e+00	
136	1.292800e-08	8.328104e-09	1.254320e+00	
137	1.302800e-08	-1.71075e-09	1.255019e+00	
138	1.312800e-08	8.330334e-09	1.255718e+00	
139	1.322800e-08	-1.69934e-09	1.256416e+00	
140	1.332800e-08	8.332007e-09	1.257112e+00	
141	1.342800e-08	-1.68803e-09	1.257808e+00	
142	1.352800e-08	8.333536e-09	1.258503e+00	
143	1.362800e-08	-1.67690e-09	1.259197e+00	
